日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-13,600975,5.99,5.96,6.0,5.94,187111,111541992.0,1.0,-0.5,-0.03,1.5
2026-01-14,600975,5.95,5.93,5.99,5.89,243166,144499536.0,1.68,-0.5,-0.03,1.95
2026-01-15,600975,5.93,5.92,5.95,5.9,106709,63179096.0,0.84,-0.17,-0.01,0.85
2026-01-16,600975,5.92,5.86,5.93,5.85,144008,84651856.0,1.35,-1.01,-0.06,1.15
2026-01-19,600975,5.86,5.94,5.95,5.84,169916,100540016.0,1.88,1.37,0.08,1.36
2026-01-20,600975,5.85,5.8,5.88,5.76,325930,189515632.0,2.02,-2.36,-0.14,2.61
2026-01-21,600975,5.79,5.66,5.79,5.65,324615,184692368.0,2.41,-2.41,-0.14,2.6
2026-01-22,600975,5.65,5.69,5.69,5.65,166055,94134752.0,0.71,0.53,0.03,1.33
2026-01-23,600975,5.69,5.72,5.73,5.67,159637,91159544.0,1.05,0.53,0.03,1.28
2026-01-26,600975,5.73,5.78,5.81,5.67,264434,151832656.0,2.45,1.05,0.06,2.12
2026-01-27,600975,5.78,5.69,5.78,5.65,198604,112898488.0,2.25,-1.56,-0.09,1.59
2026-01-28,600975,5.67,5.72,5.75,5.64,183668,104577768.0,1.93,0.53,0.03,1.47
2026-01-29,600975,5.69,5.81,5.81,5.69,244606,141147312.0,2.1,1.57,0.09,1.96
2026-01-30,600975,5.83,5.9,6.04,5.77,409707,242806288.0,4.65,1.55,0.09,3.28
2026-02-02,600975,5.88,5.72,5.89,5.71,246127,142330160.0,3.05,-3.05,-0.18,1.97
2026-02-03,600975,5.7,5.74,5.75,5.69,132984,76104456.0,1.05,0.35,0.02,1.06
2026-02-04,600975,5.75,5.78,5.79,5.73,141339,81422432.0,1.05,0.7,0.04,1.13
2026-02-05,600975,5.77,5.75,5.81,5.73,114227,65794384.0,1.38,-0.52,-0.03,0.91
2026-02-06,600975,5.74,5.73,5.77,5.71,110338,63404112.0,1.04,-0.35,-0.02,0.88
2026-02-09,600975,5.73,5.75,5.76,5.72,121408,69663976.0,0.7,0.35,0.02,0.97
2026-02-10,600975,5.74,5.71,5.74,5.69,108078,61690256.0,0.87,-0.7,-0.04,0.86
2026-02-11,600975,5.71,5.74,5.77,5.68,122513,70051576.0,1.58,0.53,0.03,0.98
2026-02-12,600975,5.74,5.68,5.75,5.67,127304,72460728.0,1.39,-1.05,-0.06,1.02
2026-02-13,600975,5.69,5.65,5.69,5.63,113715,64379312.0,1.06,-0.53,-0.03,0.91
2026-02-24,600975,5.66,5.66,5.67,5.63,86862,49108180.0,0.71,0.18,0.01,0.7
2026-02-25,600975,5.66,5.69,5.72,5.65,113032,64399804.0,1.24,0.53,0.03,0.9
2026-02-26,600975,5.71,5.67,5.72,5.66,92401,52518272.0,1.05,-0.35,-0.02,0.74
2026-02-27,600975,5.67,5.71,5.73,5.66,121640,69387088.0,1.23,0.71,0.04,0.97
2026-03-02,600975,5.68,5.66,5.73,5.63,164547,93291736.0,1.75,-0.88,-0.05,1.32
2026-03-03,600975,5.65,5.69,5.78,5.64,216300,123655504.0,2.47,0.53,0.03,1.73
2026-03-04,600975,5.67,5.69,5.74,5.65,172107,98099112.0,1.58,0.0,0.0,1.38
2026-03-05,600975,5.69,5.61,5.7,5.57,189795,106688768.0,2.28,-1.41,-0.08,1.52
2026-03-06,600975,5.6,5.75,5.76,5.57,285427,162959216.0,3.39,2.5,0.14,2.28
2026-03-09,600975,5.74,5.73,5.86,5.72,251702,145682944.0,2.43,-0.35,-0.02,2.01
2026-03-10,600975,5.71,5.77,5.82,5.71,173857,100247040.0,1.92,0.7,0.04,1.39
2026-03-11,600975,5.76,5.78,5.8,5.72,125093,72029592.0,1.39,0.17,0.01,1.0
2026-03-12,600975,5.79,5.84,5.86,5.74,201136,116999008.0,2.08,1.04,0.06,1.61
2026-03-13,600975,5.84,5.77,5.86,5.76,179745,104458400.0,1.71,-1.2,-0.07,1.44
