日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-13,600168,5.19,5.17,5.21,5.14,111914,58009360.0,1.35,-0.39,-0.02,1.13
2026-01-14,600168,5.17,5.18,5.2,5.13,131195,67853376.0,1.35,0.19,0.01,1.32
2026-01-15,600168,5.18,5.18,5.21,5.16,58561,30339316.0,0.97,0.0,0.0,0.59
2026-01-16,600168,5.19,5.24,5.24,5.17,113312,59023700.0,1.35,1.16,0.06,1.14
2026-01-19,600168,5.21,5.28,5.28,5.19,114474,60083856.0,1.72,0.76,0.04,1.15
2026-01-20,600168,5.28,5.35,5.35,5.26,140580,74610608.0,1.7,1.33,0.07,1.42
2026-01-21,600168,5.34,5.33,5.34,5.26,99305,52618584.0,1.5,-0.37,-0.02,1.0
2026-01-22,600168,5.32,5.29,5.35,5.26,174757,92603944.0,1.69,-0.75,-0.04,1.76
2026-01-23,600168,5.29,5.33,5.34,5.27,115885,61358696.0,1.32,0.76,0.04,1.17
2026-01-26,600168,5.34,5.3,5.35,5.27,105543,55983112.0,1.5,-0.56,-0.03,1.06
2026-01-27,600168,5.3,5.23,5.3,5.17,114987,60021748.0,2.45,-1.32,-0.07,1.16
2026-01-28,600168,5.21,5.27,5.27,5.2,76648,40219716.0,1.34,0.76,0.04,0.77
2026-01-29,600168,5.27,5.23,5.27,5.2,74608,39045520.0,1.33,-0.76,-0.04,0.75
2026-01-30,600168,5.22,5.28,5.3,5.2,113849,59934488.0,1.91,0.96,0.05,1.15
2026-02-02,600168,5.3,5.18,5.31,5.18,110627,58103412.0,2.46,-1.89,-0.1,1.11
2026-02-03,600168,5.19,5.2,5.24,5.15,80935,42016504.0,1.74,0.39,0.02,0.81
2026-02-04,600168,5.2,5.26,5.27,5.18,72545,38017244.0,1.73,1.15,0.06,0.73
2026-02-05,600168,5.26,5.25,5.27,5.22,54965,28847340.0,0.95,-0.19,-0.01,0.55
2026-02-06,600168,5.25,5.26,5.28,5.21,73667,38743304.0,1.33,0.19,0.01,0.74
2026-02-09,600168,5.28,5.27,5.3,5.25,68566,36124476.0,0.95,0.19,0.01,0.69
2026-02-10,600168,5.29,5.24,5.29,5.23,67347,35348016.0,1.14,-0.57,-0.03,0.68
2026-02-11,600168,5.23,5.24,5.26,5.21,46982,24619480.0,0.95,0.0,0.0,0.47
2026-02-12,600168,5.25,5.14,5.25,5.13,120042,62094720.0,2.29,-1.91,-0.1,1.21
2026-02-13,600168,5.15,5.11,5.17,5.1,61555,31595592.0,1.36,-0.58,-0.03,0.62
2026-02-24,600168,5.13,5.19,5.2,5.12,60435,31260076.0,1.57,1.57,0.08,0.61
2026-02-25,600168,5.18,5.25,5.26,5.18,84163,44103080.0,1.54,1.16,0.06,0.85
2026-02-26,600168,5.24,5.26,5.27,5.2,75074,39320896.0,1.33,0.19,0.01,0.76
2026-02-27,600168,5.25,5.32,5.32,5.23,105278,55664680.0,1.71,1.14,0.06,1.06
2026-03-02,600168,5.27,5.29,5.32,5.21,111588,58817928.0,2.07,-0.56,-0.03,1.12
2026-03-03,600168,5.32,5.28,5.43,5.25,221077,118025224.0,3.4,-0.19,-0.01,2.23
2026-03-04,600168,5.27,5.18,5.27,5.16,115394,60057744.0,2.08,-1.89,-0.1,1.16
2026-03-05,600168,5.26,5.24,5.27,5.2,88165,46208392.0,1.35,1.16,0.06,0.89
2026-03-06,600168,5.25,5.37,5.37,5.22,133083,70843784.0,2.86,2.48,0.13,1.34
2026-03-09,600168,5.34,5.38,5.44,5.32,161592,87148888.0,2.23,0.19,0.01,1.63
2026-03-10,600168,5.47,5.41,5.47,5.35,118498,64092124.0,2.23,0.56,0.03,1.19
2026-03-11,600168,5.42,5.53,5.53,5.37,162692,88988904.0,2.96,2.22,0.12,1.64
2026-03-12,600168,5.55,5.58,5.65,5.49,234351,130518824.0,2.89,0.9,0.05,2.36
2026-03-13,600168,5.6,5.49,5.6,5.47,138795,76526488.0,2.33,-1.61,-0.09,1.4
