日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-16,002244,10.33,10.04,10.36,9.98,398831,402728000.0,3.68,-2.81,-0.29,1.48
2026-01-19,002244,10.03,10.47,10.74,9.93,657484,687181056.0,8.07,4.28,0.43,2.45
2026-01-20,002244,10.47,10.99,11.31,10.4,703734,770291584.0,8.69,4.97,0.52,2.62
2026-01-21,002244,11.1,10.79,11.11,10.69,412480,446547744.0,3.82,-1.82,-0.2,1.54
2026-01-22,002244,10.84,10.94,11.12,10.71,289063,315871968.0,3.8,1.39,0.15,1.08
2026-01-23,002244,10.91,10.98,11.08,10.75,280208,305673920.0,3.02,0.37,0.04,1.04
2026-01-26,002244,10.9,10.72,11.0,10.62,309179,332604064.0,3.46,-2.37,-0.26,1.15
2026-01-27,002244,10.72,10.82,10.91,10.58,267473,287289600.0,3.08,0.93,0.1,1.0
2026-01-28,002244,10.82,11.24,11.26,10.76,437172,485362592.0,4.62,3.88,0.42,1.63
2026-01-29,002244,11.19,12.02,12.25,11.09,709298,844736192.0,10.32,6.94,0.78,2.64
2026-01-30,002244,11.91,11.61,12.0,11.44,458695,534525728.0,4.66,-3.41,-0.41,1.71
2026-02-02,002244,11.42,10.92,11.59,10.86,465594,521670336.0,6.29,-5.94,-0.69,1.73
2026-02-03,002244,11.1,11.5,11.63,11.03,644199,735033280.0,5.49,5.31,0.58,2.4
2026-02-04,002244,11.51,12.22,12.33,11.35,594199,711972160.0,8.52,6.26,0.72,2.21
2026-02-05,002244,12.09,12.06,12.34,11.93,329600,398547200.0,3.36,-1.31,-0.16,1.23
2026-02-06,002244,11.98,11.77,12.11,11.71,328820,390761760.0,3.32,-2.4,-0.29,1.22
2026-02-09,002244,11.91,12.1,12.3,11.72,446929,538637696.0,4.93,2.8,0.33,1.66
2026-02-10,002244,12.14,11.67,12.18,11.65,304354,357444416.0,4.38,-3.55,-0.43,1.13
2026-02-11,002244,11.64,11.62,11.88,11.58,225917,263614080.0,2.57,-0.43,-0.05,0.84
2026-02-12,002244,11.64,11.68,11.84,11.62,191688,224551088.0,1.89,0.52,0.06,0.71
2026-02-13,002244,11.68,11.54,11.85,11.51,250741,292501664.0,2.91,-1.2,-0.14,0.93
2026-02-24,002244,11.58,11.51,11.75,11.48,188644,218680368.0,2.34,-0.26,-0.03,0.7
2026-02-25,002244,11.63,12.02,12.26,11.57,471216,567169728.0,5.99,4.43,0.51,1.75
2026-02-26,002244,12.08,11.55,12.18,11.51,325471,381490368.0,5.57,-3.91,-0.47,1.21
2026-02-27,002244,11.53,11.25,11.63,11.19,296340,335922176.0,3.81,-2.6,-0.3,1.1
2026-03-02,002244,11.09,11.19,11.49,10.98,317547,355747552.0,4.53,-0.53,-0.06,1.18
2026-03-03,002244,11.19,11.1,11.31,11.03,244297,272523936.0,2.5,-0.8,-0.09,0.91
2026-03-04,002244,11.03,10.86,11.18,10.74,269172,294089952.0,3.96,-2.16,-0.24,1.0
2026-03-05,002244,10.99,10.57,11.05,10.5,280030,298256672.0,5.06,-2.67,-0.29,1.04
2026-03-06,002244,10.52,10.63,10.72,10.46,199676,212421568.0,2.46,0.57,0.06,0.74
2026-03-09,002244,10.44,10.46,10.52,10.16,251288,260154960.0,3.39,-1.6,-0.17,0.94
2026-03-10,002244,10.51,10.56,10.73,10.43,256555,270699712.0,2.87,0.96,0.1,0.96
2026-03-11,002244,10.53,10.78,10.95,10.47,284750,306804352.0,4.55,2.08,0.22,1.06
2026-03-12,002244,10.76,10.75,10.86,10.59,235011,252060832.0,2.5,-0.28,-0.03,0.87
2026-03-13,002244,10.73,10.84,11.27,10.72,323451,355114272.0,5.12,0.84,0.09,1.2
